Sezon;Data;Gospodarz;Gość;Wynik;Rola;Przeciwnik;Zawodnik;Minuty;Gole;Karne;Żółte;Czerwone;Status;Wejście;Zejście
2010/2011;16 października 2010 15:30;Podbeskidzie Bielsko-Biała;Warta Poznań;2 - 0;Gospodarz;Warta Poznań;(20) Maciej Rogalski;90;0;0;0;0;Cały mecz;0;0
2010/2011;16 października 2010 15:30;Podbeskidzie Bielsko-Biała;Warta Poznań;2 - 0;Gospodarz;Warta Poznań;(21) Piotr Koman;46;0;0;0;0;Zszedł;0;46
2010/2011;16 października 2010 15:30;Podbeskidzie Bielsko-Biała;Warta Poznań;2 - 0;Gospodarz;Warta Poznań;(14) Damian Chmiel;44;0;0;0;0;Wszedł;46;0
2010/2011;16 października 2010 15:30;Podbeskidzie Bielsko-Biała;Warta Poznań;2 - 0;Gospodarz;Warta Poznań;(4) Sebastian Ziajka;69;0;0;0;0;Zszedł;0;69
2010/2011;16 października 2010 15:30;Podbeskidzie Bielsko-Biała;Warta Poznań;2 - 0;Gospodarz;Warta Poznań;(22) Mateusz Żyła;21;0;0;0;0;Wszedł;69;0
2010/2011;16 października 2010 15:30;Podbeskidzie Bielsko-Biała;Warta Poznań;2 - 0;Gospodarz;Warta Poznań;(28) Dariusz Łatka;90;0;0;0;0;Cały mecz;0;0
2010/2011;16 października 2010 15:30;Podbeskidzie Bielsko-Biała;Warta Poznań;2 - 0;Gospodarz;Warta Poznań;(16) Adam Cieśliński;83;2;0;0;0;Zszedł;0;83
2010/2011;16 października 2010 15:30;Podbeskidzie Bielsko-Biała;Warta Poznań;2 - 0;Gospodarz;Warta Poznań;(8) Piotr Malinowski;7;0;0;0;0;Wszedł;83;0
2010/2011;16 października 2010 15:30;Podbeskidzie Bielsko-Biała;Warta Poznań;2 - 0;Gospodarz;Warta Poznań;(23) Róbert Demjan;90;0;0;0;0;Cały mecz;0;0
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(1) Richard Zajac;90;0;0;0;0;Cały mecz;0;0
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(18) Sławomir Cienciała;90;0;0;0;0;Cały mecz;0;0
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(6) Jacek Broniewicz;90;0;0;1;0;Cały mecz;0;0
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(15) Damian Byrtek;90;0;0;0;0;Cały mecz;0;0
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(17) Michał Osiński;90;0;0;0;0;Cały mecz;0;0
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(20) Maciej Rogalski;90;0;0;1;0;Cały mecz;0;0
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(21) Piotr Koman;34;0;0;0;0;Zszedł;0;34
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(9) Łukasz Matusiak;56;0;0;0;0;Wszedł;34;0
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(11) Sebastian Ziajka;80;0;0;0;0;Zszedł;0;80
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(8) Piotr Malinowski;10;0;0;0;0;Wszedł;80;0
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(28) Dariusz Łatka;87;0;0;0;0;Zszedł;0;87
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(13) Sylwester Patejuk;3;0;0;0;0;Wszedł;87;0
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(16) Adam Cieśliński;90;0;0;0;0;Cały mecz;0;0
2010/2011;23 października 2010 19:15;Bogdanka Łęczna;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Bogdanka Łęczna;(23) Róbert Demjan;90;0;0;0;0;Cały mecz;0;0
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(1) Richard Zajac;90;0;0;0;0;Cały mecz;0;0
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(18) Sławomir Cienciała;90;0;0;0;0;Cały mecz;0;0
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(6) Jacek Broniewicz;90;0;0;0;0;Cały mecz;0;0
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(26) Bartłomiej Konieczny;90;0;0;1;0;Cały mecz;0;0
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(17) Michał Osiński;90;0;0;0;0;Cały mecz;0;0
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(28) Dariusz Łatka;82;0;0;1;0;Zszedł;0;82
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(9) Łukasz Matusiak;8;0;0;1;0;Wszedł;82;0
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(21) Piotr Koman;90;0;0;1;0;Cały mecz;0;0
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(11) Sebastian Ziajka;90;0;0;0;0;Cały mecz;0;0
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(20) Maciej Rogalski;88;0;0;0;0;Zszedł;0;88
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(22) Mateusz Żyła;2;0;0;0;0;Wszedł;88;0
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(23) Róbert Demjan;90;0;0;1;0;Cały mecz;0;0
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(13) Sylwester Patejuk;73;1;0;0;0;Zszedł;0;73
2010/2011;30 października 2010 14:00;Sandecja Nowy Sącz;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Sandecja Nowy Sącz;(8) Piotr Malinowski;17;0;0;0;0;Wszedł;73;0
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Richard Zajac;90;0;0;0;0;Cały mecz;0;0
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Sławomir Cienciała;90;0;0;0;0;Cały mecz;0;0
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Jacek Broniewicz;90;0;0;0;0;Cały mecz;0;0
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Bartłomiej Konieczny;90;0;0;0;0;Cały mecz;0;0
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Michał Osiński;90;0;0;0;0;Cały mecz;0;0
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Maciej Rogalski;90;0;0;0;0;Cały mecz;0;0
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Piotr Koman;90;0;0;0;0;Cały mecz;0;0
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Sebastian Ziajka;57;0;0;0;0;Zszedł;0;57
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Piotr Malinowski;33;0;0;0;0;Wszedł;57;0
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Dariusz Łatka;90;0;0;0;0;Cały mecz;0;0
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Róbert Demjan;90;0;0;0;0;Zszedł;0;90
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Damian Chmiel;0;0;0;0;0;Wszedł;90;0
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Sylwester Patejuk;57;0;0;0;0;Zszedł;0;57
2010/2011;6 listopada 2010 17:00;Podbeskidzie Bielsko-Biała;MKS Kluczbork;1 - 0;Gospodarz;MKS Kluczbork;Adam Cieśliński;33;1;0;0;0;Wszedł;57;0
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(1) Richard Zajac;90;0;0;0;0;Cały mecz;0;0
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(18) Sławomir Cienciała;90;0;0;0;0;Cały mecz;0;0
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(6) Jacek Broniewicz;90;0;0;1;0;Cały mecz;0;0
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(26) Bartłomiej Konieczny;90;0;0;1;0;Cały mecz;0;0
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(17) Michał Osiński;90;0;0;0;0;Cały mecz;0;0
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(28) Dariusz Łatka;58;0;0;1;0;Zszedł;0;58
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(23) Róbert Demjan;32;1;0;1;0;Wszedł;58;0
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(21) Piotr Koman;90;0;0;0;0;Cały mecz;0;0
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(8) Piotr Malinowski;72;0;0;0;0;Zszedł;0;72
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(10) Dariusz Kołodziej;18;0;0;0;0;Wszedł;72;0
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(20) Maciej Rogalski;58;0;0;0;0;Zszedł;0;58
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(14) Damian Chmiel;32;0;0;0;0;Wszedł;58;0
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(13) Sylwester Patejuk;90;0;0;1;0;Cały mecz;0;0
2010/2011;13 listopada 2010 13:00;GKP Gorzów Wielkopolski;Podbeskidzie Bielsko-Biała;1 - 1;Gość;GKP Gorzów Wielkopolski;(16) Adam Cieśliński;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Richard Zajac;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Tomasz Górkiewicz;83;0;0;0;0;Zszedł;0;83
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Sławomir Cienciała;7;0;0;0;0;Wszedł;83;0
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Jacek Broniewicz;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Bartłomiej Konieczny;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Michał Osiński;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Maciej Rogalski;90;1;0;0;0;Cały mecz;0;0
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Piotr Koman;90;1;0;0;0;Cały mecz;0;0
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Damian Chmiel;63;0;0;0;0;Zszedł;0;63
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Dariusz Kołodziej;27;0;0;0;0;Wszedł;63;0
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Mateusz Żyła;46;0;0;0;0;Zszedł;0;46
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Sylwester Patejuk;44;0;0;0;0;Wszedł;46;0
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Róbert Demjan;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 listopada 2010 18:00;Podbeskidzie Bielsko-Biała;Ruch Radzionków;2 - 1;Gospodarz;Ruch Radzionków;Adam Cieśliński;90;0;0;0;0;Cały mecz;0;0
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Richard Zajac;90;0;0;0;0;Cały mecz;0;0
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Sławomir Cienciała;90;0;0;0;0;Cały mecz;0;0
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Bartłomiej Konieczny;90;0;0;0;0;Cały mecz;0;0
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Juraj Dančík;90;0;0;0;0;Cały mecz;0;0
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Michał Osiński;90;0;0;0;0;Cały mecz;0;0
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Marek Sokołowski;90;0;0;0;0;Cały mecz;0;0
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Piotr Koman;90;0;0;0;0;Cały mecz;0;0
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Maciej Rogalski;81;0;0;1;0;Zszedł;0;81
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Piotr Malinowski;9;0;0;1;0;Wszedł;81;0
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Sebastian Ziajka;46;0;0;1;0;Zszedł;0;46
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Dariusz Kołodziej;44;0;0;1;0;Wszedł;46;0
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Adam Cieśliński;69;1;0;0;0;Zszedł;0;69
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Krzysztof Zaremba;21;0;0;0;0;Wszedł;69;0
2010/2011;5 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Kolejarz Stróże;2 - 0;Gospodarz;Kolejarz Stróże;Róbert Demjan;90;0;0;0;0;Cały mecz;0;0
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Richard Zajac;90;0;0;0;0;Cały mecz;0;0
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Sławomir Cienciała;90;0;0;0;0;Cały mecz;0;0
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Bartłomiej Konieczny;90;0;0;0;0;Cały mecz;0;0
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Juraj Dančík;90;0;0;0;0;Cały mecz;0;0
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Michał Osiński;90;0;0;0;0;Cały mecz;0;0
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Marek Sokołowski;62;0;0;1;0;Zszedł;0;62
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;František Metelka;28;0;0;1;0;Wszedł;62;0
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Piotr Koman;72;0;0;1;0;Zszedł;0;72
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Sylwester Patejuk;18;0;0;1;0;Wszedł;72;0
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Maciej Rogalski;90;0;0;0;0;Cały mecz;0;0
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Sebastian Ziajka;90;0;0;0;0;Cały mecz;0;0
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Adam Cieśliński;53;0;0;0;0;Zszedł;0;53
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Piotr Malinowski;37;0;0;0;0;Wszedł;53;0
2010/2011;12 marca 2011 18:00;Górnik Polkowice;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Górnik Polkowice;Róbert Demjan;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Richard Zajac;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Sławomir Cienciała;90;0;0;1;0;Cały mecz;0;0
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Juraj Dančík;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Bartłomiej Konieczny;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Michał Osiński;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Sebastian Ziajka;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Piotr Koman;56;0;0;0;0;Zszedł;0;56
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Maciej Rogalski;34;0;0;0;0;Wszedł;56;0
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;František Metelka;90;0;0;1;0;Cały mecz;0;0
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Dariusz Łatka;77;0;0;1;0;Zszedł;0;77
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Damian Chmiel;13;0;0;1;0;Wszedł;77;0
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Adam Cieśliński;90;0;0;0;0;Cały mecz;0;0
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Róbert Demjan;69;0;0;0;0;Zszedł;0;69
2010/2011;19 marca 2011 17:00;Podbeskidzie Bielsko-Biała;Termalica Bruk-Bet Nieciecza;0 - 0;Gospodarz;Termalica Bruk-Bet Nieciecza;Krzysztof Zaremba;21;0;0;0;0;Wszedł;69;0
2010/2011;26 marca 2011 16:00;Odra Wodzisław Śląski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Odra Wodzisław Śląski;Richard Zajac;90;0;0;0;0;Cały mecz;0;0
2010/2011;26 marca 2011 16:00;Odra Wodzisław Śląski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Odra Wodzisław Śląski;Sławomir Cienciała;90;0;0;0;0;Cały mecz;0;0
2010/2011;26 marca 2011 16:00;Odra Wodzisław Śląski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Odra Wodzisław Śląski;Juraj Dančík;90;0;0;0;0;Cały mecz;0;0
2010/2011;26 marca 2011 16:00;Odra Wodzisław Śląski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Odra Wodzisław Śląski;Bartłomiej Konieczny;90;0;0;0;0;Cały mecz;0;0
2010/2011;26 marca 2011 16:00;Odra Wodzisław Śląski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Odra Wodzisław Śląski;Michał Osiński;90;0;0;0;0;Cały mecz;0;0
2010/2011;26 marca 2011 16:00;Odra Wodzisław Śląski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Odra Wodzisław Śląski;Maciej Rogalski;90;0;0;0;0;Cały mecz;0;0
2010/2011;26 marca 2011 16:00;Odra Wodzisław Śląski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Odra Wodzisław Śląski;Piotr Koman;46;0;0;0;0;Zszedł;0;46
2010/2011;26 marca 2011 16:00;Odra Wodzisław Śląski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Odra Wodzisław Śląski;Dariusz Kołodziej;44;2;0;0;0;Wszedł;46;0
2010/2011;26 marca 2011 16:00;Odra Wodzisław Śląski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Odra Wodzisław Śląski;Dariusz Łatka;80;0;0;1;0;Zszedł;0;80
2010/2011;26 marca 2011 16:00;Odra Wodzisław Śląski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Odra Wodzisław Śląski;Sebastian Ziajka;10;0;0;1;0;Wszedł;80;0
2010/2011;26 marca 2011 16:00;Odra Wodzisław Śląski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Odra Wodzisław Śląski;František Metelka;90;0;0;0;0;Cały mecz;0;0
2010/2011;26 marca 2011 16:00;Odra Wodzisław Śląski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Odra Wodzisław Śląski;Róbert Demjan;90;0;0;0;0;Cały mecz;0;0
